4	2	58	2	2	8	2	1	3600	1	4	0	1	2	10
4	4	51	1	2	6	3	1	3900	1	0	0	1	2	5
4	3	39	1	2	6	1	1	3768	1	0	0	2	2	6
4	5	53	1	2	5	1	4	2000	2	0	0	4	2	4
4	4	55	1	2	5	1	1	5280	1	3	5	2	2	4
4	1	31	1	1	7	1	1	3120	1	0	0	2	2	8
4	3	55	1	2	3	1	4	2000	2	0	0	4	2	2
4	4	52	1	2	5	1	1	2100	1	0	0	2	2	4
4	1	45	1	1	6	1	1	2700	1	0	0	1	2	6
4	4	40	1	2	5	1	6	2800	4	0	0	4	2	4
4	4	55	1	2	6	1	3	1440	1	0	0	2	2	6
4	3	50	1	2	7	1	1	3600	1	0	0	1	2	8
4	4	22	2	1	6	1	2	420	1	0	0	2	2	6
4	4	40	2	2	5	1	2	960	1	0	0	3	2	4
4	4	45	1	2	6	1	1	4140	1	0	0	1	2	6
4	4	65	1	2	3	3	4	200	2	0	0	4	2	2
4	3	57	2	5	5	1	1	810	1	0	0	2	2	4
4	5	24	2	1	6	1	1	1440	1	0	0	1	2	6
4	4	53	2	2	4	1	6	800	4	0	0	4	2	3
4	3	28	1	1	7	5	1	2500	1	0	0	1	2	6
4	4	32	1	1	7	1	6	1470	4	0	0	4	2	8
4	5	43	1	2	5	1	1	2520	1	0	0	2	2	4
4	3	28	2	1	6	1	1	1240	1	0	0	2	2	6
4	4	49	1	2	6	1	4	6000	2	0	0	4	2	6
4	2	65	2	5	3	3	1	840	1	0	0	3	2	2
4	4	49	2	2	5	1	1	1860	1	0	0	2	2	4
4	4	39	1	2	7	1	1	4200	1	0	0	1	2	8
4	3	24	2	1	7	1	4	360	2	0	0	4	2	8
4	4	25	2	1	7	1	6	1200	4	0	0	4	2	8
4	4	45	1	2	7	1	1	8000	1	3	0	1	2	8
4	3	33	1	2	5	1	4	3000	2	0	0	4	2	4
4	4	40	1	2	5	1	1	2592	1	0	0	2	2	4
4	2	41	1	2	7	1	1	3600	1	0	0	2	2	8
4	2	30	2	2	5	1	4	1800	2	0	0	4	2	4
4	5	34	1	2	5	1	1	2520	1	0	0	2	2	4
4	2	32	1	2	8	3	1	5600	1	0	0	2	2	9
4	2	39	2	4	5	1	1	1104	1	0	0	2	1	4
4	3	67	1	2	5	1	2	605	1	0	0	2	2	4
4	4	44	1	2	5	1	4	1020	2	0	0	4	2	4
4	4	38	2	2	4	1	4	400	2	0	0	4	2	3
4	4	74	1	2	2	6	4	480	2	0	0	4	2	1
4	4	35	1	2	5	1	4	6500	2	0	0	4	2	4
4	5	49	2	2	5	1	1	1800	1	0	0	2	2	4
4	1	33	2	1	7	1	1	1320	1	0	0	2	1	8
4	4	49	1	2	4	1	4	3600	2	0	0	4	2	3
4	3	62	1	2	5	1	6	650	4	0	0	4	2	4
4	4	28	2	1	7	1	2	1572	1	0	0	2	2	8
4	3	31	2	2	6	1	1	1200	1	0	0	2	2	6
4	4	51	1	2	4	1	4	3000	2	0	0	4	2	3
4	1	46	2	4	5	1	4	1250	2	0	0	4	2	4
4	2	39	2	2	7	1	1	3600	1	0	0	2	2	8
4	3	59	1	4	3	1	3	1200	1	0	0	2	2	2
4	4	39	1	2	7	1	1	5600	1	0	0	1	1	8
4	4	54	2	2	3	1	4	360	2	0	0	4	2	2
4	4	37	1	2	5	1	1	2364	1	0	0	2	2	4
4	4	37	2	2	5	1	1	1200	1	0	0	2	2	4
4	4	33	1	2	6	1	1	1920	1	0	0	2	2	6
4	4	51	1	2	5	1	4	1860	2	0	0	4	2	4
4	4	50	1	2	5	1	4	2400	2	0	0	4	2	4
4	4	31	2	2	6	1	2	1200	1	0	0	3	2	6
4	4	55	1	2	5	1	1	6000	1	0	0	1	2	4
4	4	47	1	2	6	1	1	2688	1	0	0	2	2	6
4	2	59	2	2	3	3	2	780	1	0	0	1	2	2
4	4	33	2	2	6	1	1	960	1	0	0	2	2	6
4	2	28	2	2	8	4	6	500	4	50	10	4	1	9
4	4	46	2	2	5	1	2	160	1	0	0	2	2	4
4	4	57	2	5	4	1	1	1200	1	0	0	2	2	3
4	4	36	1	2	7	1	1	2600	1	0	0	2	2	8
4	3	47	1	2	6	1	3	2536	1	0	0	2	2	6
4	1	32	1	1	7	1	6	2520	4	0	0	4	2	8
4	3	34	1	2	7	3	1	2400	1	0	0	2	1	7
4	3	34	1	2	5	1	1	2600	1	0	0	2	2	4
4	4	48	1	2	5	1	1	4100	1	0	0	2	2	4
4	1	52	2	4	3	1	3	600	1	0	0	2	2	2
4	4	50	2	2	4	1	4	500	2	0	0	4	2	3
4	3	57	1	2	6	1	4	3600	2	0	0	4	2	6
4	4	30	1	1	7	1	1	2196	1	0	0	2	2	8
4	3	27	2	2	5	1	2	590	1	0	0	1	2	4
4	4	33	1	2	5	1	1	2524	1	0	0	2	2	4
4	4	49	1	2	6	1	4	3600	2	0	0	4	2	6
4	3	57	1	2	4	1	1	2200	1	0	0	1	2	3
4	4	41	1	2	9	1	1	4920	1	0	0	1	2	10
4	3	74	1	2	5	1	6	366	4	0	0	4	2	4
4	1	27	1	1	5	1	1	3480	1	0	0	1	2	4
4	4	32	1	1	5	1	1	1800	1	0	0	2	2	4
4	3	39	1	2	7	1	1	3360	1	0	0	2	2	8
4	1	28	1	1	6	1	1	1600	1	0	0	2	2	6
4	4	59	1	2	3	1	2	1580	1	0	0	2	2	2
4	4	33	1	2	5	1	4	1740	2	0	0	4	2	4
4	2	29	1	2	7	1	1	2500	1	5	0	1	1	8
4	3	56	1	2	8	1	1	6000	1	0	0	1	1	10
4	2	42	1	2	6	1	1	3504	1	0	0	2	2	6
4	4	48	2	2	5	1	3	1440	1	0	0	2	2	4
4	4	44	1	2	7	1	1	4180	1	0	0	1	2	8
4	2	58	2	2	3	1	4	1800	2	0	0	4	2	2
4	4	33	1	2	7	1	1	2796	1	0	0	2	2	8
4	4	24	2	1	6	1	2	1032	1	0	0	2	2	6
4	2	61	1	2	3	3	3	480	1	0	0	2	2	2
4	1	26	2	1	6	3	4	6000	2	0	0	4	2	5
4	3	32	2	2	5	1	3	1440	1	0	0	2	2	4
4	4	48	2	2	5	1	1	960	1	0	0	2	2	4
